ref,famille,famille_fr,texte
S09.01,S,Securite,Adopter une politique du bureau propre et de l'écran vide applicable au personnel impliqué dans le développement et le soutien de votre application.
S09.02,S,Securite,Documenter vos procédures d'exploitation sont documentées et portez-les à la connaissance des personnes concernées.
S09.03,S,Securite,Fournir un guide d'utilisation de votre application aux utilisateurs.
S09.04,S,Securite,"Fournir un guide d'installation et d'entretien de votre application incluant de l'information sur : l'environnement, les éléments requis, la configuration (serveurs et terminaux), la gestion des accès, la surveillance et la gestion des sauvegardes."
S09.05,S,Securite,L'infrastructure permettant à votre application de fonctionner ainsi que ses données (lorsqu'hébergées sous votre responsabilité) bénéficient d'un système de sauvegarde à l'abri des rançongiciels.
S09.06,S,Securite,Votre application bénéficie de stratégies de sauvegarde (sans interruption sur son fonctionnement) permettant une récupération complète ou partielle des données (incluant les métadonnées).
S09.07,S,Securite,Disposer d'un processus documenté de gestion des changements de votre application vous permettant d'en garder le contrôle.
S09.08,S,Securite,Fournir un niveau de version pour votre application et pouvoir identifier chaque changement par un nouveau numéro de version. Permettre à l'utilisateur de votre application de consulter votre numéro de version.
S09.09,S,Securite,Disposer d'un plan pour gérer de manière continue les vulnérabilités potentielles de votre application (et de son environnement lorsque vous en avez la responsabilité).
S09.10,S,Securite,"Appliquer, dans les meilleurs délais, les correctifs de sécurité de toute composante de votre application et de son environnement pour supprimer ou réduire les failles de sécurité."
S09.11,S,Securite,"Documenter l'ensemble des composantes de votre application et de son environnement, qui s'appuient sur des technologies récentes prises en charge par leur fournisseur respectif."
S09.12,S,Securite,Votre application est exempte de porte dérobée permettant une connexion à l'insu de l'acquéreur et de l'utilisateur.
S10.01,S,Securite,L'ensemble des systèmes permettant à votre application de fonctionner dispose d'une solution de protection antivirus récente avec fonction d'EDR.
S10.02,S,Securite,La solution dispose de mécanismes de gestion des exceptions et d'alertes.
S10.03,S,Securite,"Démontrer que le fichier PST actif utilise les outils de sécurité disponibles à Santé Québec quant à ses protocoles, au réseau RGT et aux règles d'accès au Portail de gestion de l’identité et des accès (GIA) provincial."
S10.04,S,Securite,"Pouvoir journaliser toute activité effectuée avec votre application (incluant l'activité d'un pilote ou d'un administrateur) de manière à pouvoir identifier l'acteur (personne ou système), les circonstances, le moment, la nature de cette activité et les informations concernées."
S10.05,S,Securite,"Doter votre application des fonctionnalités permettant de filtrer et d'analyser l'information journalisée, de générer des rapports ou d'en faire des extractions dans un format standard pour pouvoir les utiliser dans un système tiers."
S10.06,S,Securite,Doter votre application de fonctionnalités d'alerte afin de signaler au(x) pilote(s) la détection des comportements anormaux et des incidents potentiels en matière de sécurité de l'information.
S10.07,S,Securite,Doter votre application et son environnement sous votre responsabilité (incluant vos fournisseurs) de systèmes de détection d'intrusion.
S10.08,S,Securite,Doter votre application dispose d'un rôle de type auditeur permettant la consultation des rapports d'audit.
S10.09,S,Securite,Doter l'information journalisée par votre application ainsi que l'environnement sous votre responsabilité (incluant vos fournisseurs) de mesures de sécurité adéquates notamment pour empêcher son altération et sa divulgation à des personnes non autorisées.
S11.01,S,Securite,"Pouvoir conserver l'information journalisée par votre application, ainsi que l'environnement sous votre responsabilité (incluant vos fournisseurs) selon le calendrier établi en fonction des lois, normes et règlements en vigueur."
S11.02,S,Securite,"Protéger toutes les communications entre les composantes de votre application et les composantes avec qui elle interagit avec des mécanismes permettant d'assurer la sécurité des informations qui y transitent (incluant, le cas échéant, les mécanismes de soutien à distance)."
S11.03,S,Securite,"Cloisonner l'environnement d'exécution de votre application de manière à compartimenter les éléments ne nécessitant ni des mêmes droits ni des mêmes ressources (ex. : accès public, zone serveur)."
S11.04,S,Securite,"Si votre application utilise le service de courrier électronique, celui-ci ne traite pas d'information confidentielle, à moins que des mécanismes de protection appropriés soient mis en place."
S11.05,S,Securite,Planifier en continu des campagnes de simulation à l'hameçonnage afin de sensibiliser les intervenants (sous votre responsabilité) à l'écosystème de production de votre PST.
S11.06,S,Securite,Veiller à ce que la connectivité soit sécuritaire.
S12.01,S,Securite,Les intervenants sous votre responsabilité de l'écosystème de votre PST doivent bénéficier en continu d'un plan de formation en cybersécurité sur : - Les menaces numériques : la sécurité des appareils mobiles; - L'hameçonnage. - Les virus et les rançongiciels; - L'ingénierie sociale ou l'art de la manipulation.
S12.02,S,Securite,Considérer la sécurité à chacune des étapes du développement de votre application.
S12.03,S,Securite,"Veiller à ce que vos environnements de développement, de test et d'exploitation soient distincts."
S12.04,S,Securite,Veiller à ce que le développement de votre application respecte les bonnes pratiques de l'industrie en matière de sécurité.
S12.05,S,Securite,Les développeurs de votre application (ainsi que les éventuels sous-traitants) respectent les principes d'ingénierie de la sécurité des systèmes.
S12.06,S,Securite,Superviser tout développement réalisé à l'externe.
S12.07,S,Securite,Éviter d'utiliser de l'information confidentielle de production dans le cadre du développement de votre application.
S12.08,S,Securite,Disposer d'une stratégie de tests applicatifs.
S13.01,S,Securite,Considérer les vulnérabilités des composantes tierces sur lesquelles s'appuie votre application et faire les mises à jour en conséquence.
S13.02,S,Securite,"Mener toute évaluation des menaces et des risques ainsi que toute évaluation des facteurs relatifs à la vie privée nécessaires pour tout recours à un fournisseur tiers investi dans le développement, l'exploitation, la maintenance et l'évolution de votre application."
S13.03,S,Securite,"Disposer d'une liste de l'ensemble des fournisseurs participant ou veillant au développement, à l'exploitation et à l'entretien de votre application. Cette liste précise la nature des services fournis."
S13.04,S,Securite,"Dresser la liste des exigences pour chacun de ces fournisseurs (sécurité, accès, niveau de service, gestion des incidents…)"
S13.05,S,Securite,Établir les processus et les procédures permettant de surveiller la conformité des fournisseurs envers ces exigences.
S13.06,S,Securite,Avoir des ententes contractuelles avec chacun de ces fournisseurs.
S14.01,S,Securite,Évaluer sur une base régulière la performance de vos fournisseurs.
S14.02,S,Securite,S'assurer que la localisation du PST réponde à l'exigence 05 des 12 exigences minimales
S14.03,S,Securite,Disposer d'un processus de gestion des incidents arrimé avec celui des clients de votre application.
S14.04,S,Securite,"Avertir les clients de votre application de tout incident portant sur les données dans les meilleurs délais, selon un processus établi."
S15.01,S,Securite,Vous engager à collaborer avec vos clients pour faciliter la prise en charge d'un incident.
S15.02,S,Securite,"Veiller à ce que la surveillance de la solution (applicatif et données) respecte la classification, les besoins d'affaires et les normes du site d'hébergement"
S15.03,S,Securite,Mettre en place ou arrimer avec les mécanismes de plan de reprise en vigueur au Secrétariat du Conseil du Trésor
S15.04,S,Securite,Disposer d'un plan de continuité de vos activités (maintenance et exploitation de votre application).
S15.05,S,Securite,"Veiller à ce qu'un plan de recouvrement après sinistre chapeaute les infrastructures permettant l'exploitation de votre application,"
S16.01,S,Securite,Tester ce plan de reprise périodiquement afin de vérifier son efficacité.
S16.02,S,Securite,Disposer d'une stratégie de validation de la conformité technique des différentes composantes de votre application et de son environnement sous votre responsabilité (incluant les actifs confiés à vos fournisseurs).
S16.03,S,Securite,Soumettre votre application à un test d'intrusion administré par un prestataire indépendant et reconnu par Santé Québec.
S16.04,S,Securite,"Garantir que votre application repose sur un code de programmation dont vous détenez les droits de propriété intellectuelle, conformément à la Loi sur les droits d'auteurs. Dans le cas contraire, expliciter clairement les limitations (ex. : type de licence)."
T01,T,Technique,Veiller à ce que votre application respecte les normes d’accessibilité Web du Conseil du Trésor du Québec.
T02,T,Technique,"Lorsqu'il y a arrimage avec les actifs informationnels d'intérêt commun, veiller à ce que votre PST permette de saisir l'annuaire des comptes utilisateurs des professionnels de santé. Il doit s'agir de l'Entra ID de Santé Québec"
T03,T,Technique,"Lorsqu'il y a arrimage avec les actifs informationnels d'intérêt commun, votre PST permet de s'arrimer avec le service de fédération d'identité (SFID) de Santé Québec, pour les utilisateurs qui n'ont pas de compte dans les annuaires de Santé Québec (ex. partenaires externes de santé)."
T04,T,Technique,Décrire l’architecture technologique qui doit supporter l'installation et l'utilisation de votre PST.
T05,T,Technique,"Veiller à ce que le PST dispose de mécanismes de gestion des exceptions et d'alertes (seuils de performances, capacités ….)."
T06,T,Technique,Il faut démontrer ou confirmer que la base de données est extensible et hautement performante.
T07,T,Technique,"Il faut démontrer que le PST est en mesure de cloisonner logiquement ou physiquement toutes les données clinico-administratives (identification des usagers, dossiers, etc.) et cliniques."
T08,T,Technique,"Lorsqu'il s""agit d'une application Web, il faut démontrer que le PST est une application Web qui utilise un fureteur au moyen du HTTPS dont la mise à jour est centralisée."
T09,T,Technique,"Lorsque votre PST est de type client serveur, il faut être en mesure de le déployer au moyen d'un serveur de présentation Citrix, Terminal Service ou Remote Desktop Protocol."
T10,T,Technique,Il faut démontrer que le PST peut fonctionner adéquatement dans une infrastructure virtualisée et infonuagique de préférence en mode SaaS.
T11,T,Technique,"Votre PST s'appuie sur ou est compatible avec un système d'exploitation, un système de gestion de base de données et des composantes récents et en cours de prise en charge par leur manufacturier respectif."
T12,T,Technique,"lorsqu,il y a un arrimage avec les actifs informationnels d'intérêt communs, il faut démontrer que le PST actif utilise l'infrastructure de sécurité de l'Active Directory ou LDAP d'un établissement local, régional ou provincial à l'intérieur du RITM"
T13,T,Technique,"Pour les applications Web, veiller à ce que le PST soit accessible à distance depuis une interface Web."
T14,T,Technique,"Lorsque votre PST est accessible en mode Web, l'application ne nécessite aucune installation de composante."
T15,T,Technique,"Le PST peut invoquer la librairie cryptographique du poste de travail Windows (ou de la session Citrix/TS) afin d’effectuer les opérations de signature, de hachage et de chiffrement."
T16,T,Technique,Privilégier le mode SaaS comme solution.
T17,T,Technique,Hébergement du PST dans les espaces de Santé Québec ou dans un espace infonuagique approuvé par le MCN.
T18,T,Technique,L'architecture technologique détaillée doit répondre à la classification de la solution.
T19,T,Technique,Le PST doit toujours être à jour.
T20,T,Technique,Le compte utilisateur des intervenants doit provenir de notre annuaire centralisé Santé Québec.
T21,T,Technique,"La sauvegarde du PST (applicatif et données) doit respecter la classification, les besoins d'affaires et les normes du site d'hébergement."
T22,T,Technique,"La surveillance de la solution (applicatif et données) doit respecter la classification, les besoins d'affaires et les normes du site d'hébergement."
T23,T,Technique,Utiliser les API du catalogue API gouvernemental ou ceux existants et reconnus par le MCN.
T24,T,Technique,Hébergement infonuagique en priorité
T25,T,Technique,"Mettre en place des espaces d'environnements distincts et isolés (Développement, Tests, Préproduction, Production)."
T26,T,Technique,Mettre en place ou arrimer avec les mécanismes de plan de reprise en vigueur au Secrétariat du Conseil du Trésor
